movieid,collectionname,productioncompanies,productioncountries,countryabb,releaseyear
36662,,"Franco London Films, Romania Film, Studioul Cinematografic București","France, Romania",RO,1967.0
49040,The Bourne Collection,"Universal Pictures, Dentsu, Relativity Media, Kennedy/Marshall Company, The, Captivate Entertainment",United States of America,US,2012.0
1254,,Fin Août Productions,France,FR,2006.0
75345,,,,FR,2011.0
58574,Sherlock Holmes Collection,"Village Roadshow Pictures, Silver Pictures, Lin Pictures, Warner Bros., Wigram Productions",United States of America,US,2011.0
66150,,"Scott Free Productions, YouTube, LG","United Kingdom, United States of America",US,2011.0
278822,,MGM Television,United States of America,US,1998.0
54157,,"M6 Films, Les Films des Tournelles, Gimages 6",France,FR,2003.0
26824,,,,FR,1995.0
73448,,Koncern TV- og Filmproduktion,Denmark,DK,2011.0
56801,,,,DK,1916.0
25653,,Dream Cinema,"France, South Korea",KR,1997.0
104465,,,Japan,JP,1999.0
101173,,"BBC Films, Synchronistic Pictures, Icon Entertainment International, Lipsync Productions, Atlantic Swiss Productions, Hermetof Pictures, Magna Films, Kalkronkie, Artemis Films, Lonely Dragon, Magnolia Mae Films","Italy, Serbia and Montenegro, United States of America",US,2011.0
103597,,"[{'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Canal+', 'id': 5358}, {'name': 'Arte France', 'id': 6111}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Ciné+', 'id': 10611}, {'name': 'Ciné Tamaris', 'id': 14683}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Région des Pays-de-la-Loire', 'id': 26606}, {'name': ""Les Films de L'Autre"", 'id': 29201}, {'name': 'Fondation Groupama Gan pour le Cinéma', 'id': 78986}]",France,FR,2011.0
39287,,Twentieth Century Fox Film Corporation,United States of America,US,1966.0
22075,,"Agencja Produkcji Filmowej, Canal+ Polska, Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF), Filmcontract Ltd.",Poland,PL,2001.0
46741,,Mosfilm,Russia,RU,1956.0
42450,"{'id': 458697, 'name': 'Macon County Collection', 'poster_path': None, 'backdrop_path': None}",Max Baer Productions,United States of America,US,1974.0
54900,,,,US,2008.0
61896,,Return to Mississippi Productions,Canada,CA,2009.0
83552,,Jafar Panahi Film Productions,Iran,IR,2011.0
125264,,Shochiku Company,Japan,JP,1951.0
89456,,3B Productions,France,FR,2011.0
118204,,,Argentina,AR,2011.0
119425,,,,AR,2010.0
17775,,New Real Films,Canada,CA,2008.0
70955,,"Black Forest Films, Canal+, CMW Films",France,FR,2005.0
20186,,Third Films,United Kingdom,GB,2008.0
99642,,"Canal+, CNC",France,FR,2002.0
123712,,"Casa de Filme Unu, Casa de Filme Cinci",Romania,RO,1981.0
57157,,"Paramount Pictures, Denver and Delilah Productions, Indian Paintbrush",United States of America,US,2011.0
30245,Mr. Bones Collection,Videovision Entertainment,South Africa,ZA,2008.0
70577,,"Voltage pictures, Minds Eye Entertainment, Aura Film Partnership, Fierce Entertainment, Forecast Pictures, Radar Pictures, Frantic Films Live Action Productions","Canada, France, United States of America",US,2011.0
62838,,New Line Cinema,United States of America,US,2011.0
56292,Mission: Impossible Collection,"Paramount Pictures, Skydance Productions, Bad Robot, TC Productions, Revolution Sun Studios, Kontsept Film Company","Czech Republic, United States of America, United Arab Emirates",AE,2011.0
262475,,,,AE,1984.0
74465,,"Twentieth Century Fox Film Corporation, Dune Entertainment, Vinyl Films, LBI Entertainment",United States of America,US,2011.0
40693,,Warner Bros.,United States of America,US,1952.0
65754,,"Columbia Pictures, Scott Rudin Productions, Film Rites, Metro-Goldwyn-Mayer (MGM), Yellow Bird, Ground Control","Norway, Sweden, United States of America",US,2011.0
71469,,"Summit Entertainment, Regency Enterprises, Bazelevs Production, The Jacobson Company, New Regency Pictures","United States of America, Russia",RU,2011.0
45320,,,United States of America,US,2010.0
16939,,"Associated British Picture Corporation (ABPC), Watergate Films",United Kingdom,GB,1950.0
55301,Alvin and the Chipmunks Collection,Fox 2000 Pictures,United States of America,US,2011.0
73873,,Chrysalis Films,"United Kingdom, Ireland",IE,2011.0
52274,,"Universal Pictures International (UPI), Antena 3 Films, Televisió de Catalunya (TV3), Canal+ España, Instituto de Crédito Oficial (ICO), Mesfilms, Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC), Media Programme of the European Community, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Catalan Film and Television",Spain,ES,2010.0
378477,,Mandragora,Romania,RO,2010.0
51995,,Mandalay Vision,United States of America,US,2011.0
80038,,Locomotive,United States of America,US,2011.0
82203,,Twentieth Century Fox Film Corporation,United States of America,US,1955.0
63207,,"Universal Pictures International (UPI), Antena 3 Films, Apaches Entertainment, Canal+ España, Ministerio de Cultura","United States of America, Spain, United Kingdom",GB,2011.0
25688,,Regal films,United States of America,US,1948.0
79777,,FilmDistrict,United States of America,US,2011.0
84505,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1932.0
25915,,Columbia Pictures Corporation,United States of America,US,1949.0
111100,,Warner Bros.,United States of America,US,1938.0
85942,,Columbia Pictures Corporation,"France, United States of America",US,1969.0
58192,,Paramount Pictures,United States of America,US,1932.0
52359,,RKO Radio Pictures,United States of America,US,1937.0
75315,,Columbia Pictures,United States of America,US,1941.0
2349,,,Germany,DE,2004.0
46641,,"Inimitable Pictures, Sweet180",United States of America,US,2009.0
92464,,,United States of America,US,2010.0
24986,,,China,CN,2009.0
56761,,,,CN,2011.0
24833,Disney Buddies Collection,"Walt Disney Studios Home Entertainment, Key Pix Productions, Keystone Entertainment, Santa Buddies Productions","Canada, United States of America",US,2009.0
53505,,,Botswana,BW,2011.0
45138,,"Euro International Film (EIA), Euroatlantica",Italy,IT,1969.0
48153,,,"Italy, France, United States of America",US,1972.0
36522,,The Filmakers,United States of America,US,1954.0
74518,,"Capture The Flag Films, Noodles Production, Les Films Esplanade, Les Films du Territoire","France, Canada",CA,2010.0
59006,,"Shangri-La Entertainment, Gato Negro Films",United States of America,US,2011.0
41066,,"Chubu-nippon Broadcasting Company, Hokkaido Broadcasting Co., Level-5",Japan,JP,2009.0
53100,,,,JP,2011.0
293114,,"Aamu Filmcompany, Elokuvayhtiö Oy Aamu",Finland,FI,2010.0
116537,,"Yleisradio (YLE), Juonifilmi",Finland,FI,2009.0
118955,,Darryl F. Zanuck Productions,United States of America,US,1962.0
72997,,"Cosmopolitan Productions, Metro-Goldwyn-Mayer (MGM)",United States of America,US,1932.0
82698,,,India,IN,2011.0
73939,,,United States of America,US,2011.0
13247,,"Jim Henson Company, The",United States of America,US,1987.0
50393,,DreamWorks Animation,United States of America,US,2010.0
71866,,Tax Credit Finance,United States of America,US,2009.0
72766,,,,US,2011.0
76487,,"Room 101, Prototype",United States of America,US,2012.0
74523,Born To Race Collection,"American Cinema International, ESX Productions",United States of America,US,2011.0
76785,,Magnolia Pictures,United States of America,US,2011.0
77866,,"Universal Pictures, StudioCanal, Relativity Media, Leverage Management, Closest to the Hole Productions, Farraday Films, Leverage Entertainment, Working Title Films, Blueeyes Productions","United States of America, United Kingdom, France",FR,2012.0
14163,,Yash Raj Films,India,IN,2007.0
74878,,"Les Films du Siècle, Produzioni Artistiche Internazionali",,IN,1965.0
72821,,Paramount Pictures,United States of America,US,1926.0
389854,,,,US,1989.0
43984,,Central Film Office of the Iranian Ministry of Culture,Iran,IR,1969.0
269963,,,Netherlands,NL,1981.0
148503,,Rappaport Productions,United States of America,US,1977.0
78461,,Raincreek Productions,United States of America,US,2011.0
75301,,,United States of America,US,2011.0
112655,,,,US,1937.0
63574,,"Alcon Entertainment, O.N.C. Entertainment, Farrell Paura Productions, Gospel Truth Pictures",United States of America,US,2012.0
37006,,Alce Producciones LTDA.,Chile,CL,2005.0
95538,,"Rosa Filmes, Ad Vitam Production","France, Portugal",PT,2009.0
184795,,"Warner Brothers/Seven Arts, Sydney Lumet Productions","United Kingdom, United States of America",US,1968.0
62837,Dolphin Tale Collection,"Alcon Entertainment, Arc Productions",United States of America,US,2011.0
63498,,"Isle of Man Film, HanWay Films, Magic Light Pictures, CinemaNX, Televisió de Catalunya TV3, Televisión Española TVE, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Estudio Mariscal, Fernando Trueba Producciones Cinematográficas S.A., ICF Institut Català de Finances, Institut Català de les Indústries Culturals, Instituto de Crédito Oficial (ICO), Mesfilms","Spain, United Kingdom",GB,2010.0
71688,,"UK Film Council, Canal+, DJ Films, CinéCinéma, Pathé, Film4, Goldcrest Pictures, Yuk Films","France, United Kingdom",GB,2011.0
39072,,Pierpoline Films,United States of America,US,2009.0
15346,,,United States of America,US,2008.0
78182,,Non-Stop Productions,Russia,RU,2011.0
257608,,,,RU,
81527,,"Société Française de Production (SFP), Bord Cadre Films, Mandragora, Essential Filmproduktion GmbH, Romanian National Center for Cinematography","France, Germany, Romania, Switzerland",CH,2011.0
53128,,"Alcor Films, Greek Film Center, Black Orange, Graal","Cyprus, Greece",GR,2009.0
65233,,"Gaumont, Mandarin Films",France,FR,2011.0
73066,,,,FR,2010.0
31309,,"Fleischer Studios, Paramount Animation",United States of America,US,1941.0
148353,,,,US,2001.0
33684,,"Česká televize, Cineart Production",Czech Republic,CZ,2001.0
35156,,,,CZ,2009.0
72721,,"Westdeutscher Rundfunk (WDR), Blinker Filmproduktion GmbH, Atacama Productions, Cronomedia","Chile, United States of America, France, Germany, Spain",ES,2010.0
162374,,Tu Vas Voir Productions,France,FR,2010.0
72842,,,United Kingdom,GB,2011.0
79465,,"IFC Films, Woodhaven Production Company",United States of America,US,2012.0
79896,,"Putrefactory Limited, Wanko Toys",United States of America,US,2009.0
57829,,"Odeon Film, Telewizja Polska (TVP), Bokomotiv Freddy Olsson Filmproduktion","Poland, Sweden",SE,2011.0
42157,,Warner Bros.,United States of America,US,1980.0
57353,"{'id': 288235, 'name': 'Cat Run Collection', 'poster_path': '/cv3NKmlnHYN9pK9wAh5NifpQkFL.jpg', 'backdrop_path': None}",Universal Pictures,United States of America,US,2011.0
84420,,,,US,1964.0
47383,,Aleph Media,Argentina,AR,2009.0
38541,,"Instinctive Film, Manitoba Film and Video Production Tax Credit, Preferred Content, Julijette, Ink Connection, BR Group, Manitoba Film & Music","Canada, Germany, United States of America",US,2011.0
52520,Underworld Collection,"Lakeshore Entertainment, Saturn Films, Screen Gems, Sketch Films, UW4 Productions",United States of America,US,2012.0
75174,,"Scott Free Productions, 1984 Private Defense Contractors, LD Entertainment, Open Road Films, Inferno Distribution, Chambara Pictures","Canada, United States of America",US,2012.0
49527,,"Summit Entertainment, Di Bonaventura Picture",United States of America,US,2012.0
55741,,Shanghai Film Group,China,CN,2010.0
68861,,,Finland,FI,2010.0
84407,,,,FI,2012.0
124210,,"IndieProd Company Productions, Warner Bros., F.F. Associates",United States of America,US,1980.0
37038,,The Rank Organisation,United Kingdom,GB,1962.0
72313,,Panoramic Productions,United States of America,US,1954.0
8368,,"Devonshire Productions, Berwick Street Productions",United Kingdom,GB,2008.0
60938,,Harlequin Productions Ltd,United Kingdom,GB,1957.0
145594,,,Spain,ES,2003.0
58194,,,United States of America,US,2011.0
70435,,"Irish Film Board, Relativity Media","Ireland, United States of America",US,2011.0
66118,,Légende Films,France,FR,2011.0
26283,,RKO Radio Pictures,United States of America,US,1952.0
260064,,,,US,1952.0
105548,,Mary Pickford Company,United States of America,US,1933.0
110139,,Warner Bros.,United States of America,US,1959.0
94741,,Universal Pictures,United States of America,US,1973.0
31337,,LOTUS Film GmbH für ORF,"Austria, Germany, Luxembourg, Poland",PL,2009.0
65760,,"First Generation Films, Mandalay Vision, Samuel Goldwyn Films, Voltage Pictures, Primary Productions, Sunrise Films, Barry Films, Indomitable Entertainment, Whistleblower (Gen One)","Canada, Germany",DE,2010.0
74997,The Human Centipede Collection,Six Entertainment,"United Kingdom, Netherlands",NL,2011.0
75579,,"PolyGram Filmed Entertainment, Sweet Child Films",United Kingdom,GB,1998.0
45971,,Paramount Pictures,United States of America,US,1938.0
60364,,"BBC, A+E Studios","United Kingdom, United States of America",US,1997.0
28632,,Kadokawa Pictures,Japan,JP,2009.0
47648,,"[{'name': ""Win's Movie Productions Ltd."", 'id': 3619}]",Hong Kong,HK,1992.0
15044,,"HBO Films, Pioneer Pictures, Company Television Productions",United Kingdom,GB,2008.0
34179,,Shanghai Film Group,"Hong Kong, China, Singapore",SG,2010.0
35250,,,New Zealand,NZ,2003.0
32831,,"United Artists, Connaught Productions",United States of America,US,1968.0
42990,,,United States of America,US,1962.0
65892,,Bayonne Entertainment,United States of America,US,2011.0
78450,,Central Motion Pictures,Taiwan,TW,1986.0
87408,,Ariel Film,Netherlands,NL,2011.0
82321,,,"United States of America, Germany",DE,2011.0
115150,,,,DE,1989.0
96888,,"Rabinovich Film Fund Cinema Project, Laïla Films, HOT",Israel,IL,2011.0
102809,,,China,CN,2009.0
86732,,"Mafilm, MAFILM 1. Játékfilmstúdió",Hungary,HU,1972.0
86081,,Fox Film Corporation,United States of America,US,1915.0
123690,,"Filmex, YMC Productions","Romania, France",FR,2001.0
63230,,"Gaumont, Empire Films, Lido Films","France, Italy",IT,1972.0
62564,,Motlys,Norway,NO,2011.0
77560,,Proline Film,Russia,RU,2011.0
56815,,,"Chile, Germany, Mexico",MX,2010.0
25621,,,United States of America,US,2002.0
24870,,,United States of America,US,2007.0
25774,,,,US,2007.0
58251,,"Sophie Dulac Productions, Red Bucket Films, NASA Entertainment","France, United States of America",US,2009.0
125316,,Emcee Films,Australia,AU,1998.0
97394,,World of Wonder,United Kingdom,GB,2008.0
21613,,TOEI,Japan,JP,1972.0
40939,,MISR International Films,Egypt,EG,1979.0
66436,,"Filmsonor, Rizzoli Film, Cinétel, S.E.C.A.","France, Italy",IT,1955.0
32169,,,Netherlands,NL,2009.0
70149,,"Slot Machine, Mandragora, Katapult Film, Romanian National Center for Cinematography","France, Hungary, Romania",RO,2010.0
57046,,,,RO,2005.0
27230,,"Edward R. Pressman Film, Cinevid Productions",United States of America,US,1980.0
58391,,Marianne Productions,Finland,FI,2008.0
86457,,Fox Film Corporation,United States of America,US,1932.0
50357,,"Bazelevs Production, Dimension Films, Bekmambetov Projects Ltd.","Canada, United States of America",US,2011.0
82269,,"Idéale Audience, Zipporah Films, Inc.","United States of America, France",FR,2011.0
74998,,"Endgame Entertainment, Maguire Entertainment, Ram Bergman Productions, Aura Film Partnership, Fierce Entertainment, Material Pictures",United States of America,US,2011.0
159615,,Twentieth Century Fox Film Corporation,United States of America,US,1959.0
54436,,Ciné Tamaris,France,FR,1955.0
71670,Hostel Collection,"Raw Nerve, Stage 6 Films, RCR Media Group",United States of America,US,2011.0
21864,,,"Canada, United States of America",US,2009.0
36865,,"Kyoto Animation, Lantis, Kadokawa Shoten Publishing Co., Animation DO",Japan,JP,2010.0
28512,,"Larry Levinson Productions, Silverstar Ltd.",United States of America,US,2005.0
93164,"{'id': 303969, 'name': 'Martin Scorsese’s World Cinema Project, Vol. 1', 'poster_path': '/nbR7Hniq5qzkF2ma0VkDXQCUTd5.jpg', 'backdrop_path': None}",,"Bangladesh, India",IN,1973.0
90770,,,"Italy, France",FR,1953.0
71271,,Paramount Pictures,United States of America,US,1918.0
72431,,"Lucasfilm, Twentieth Century Fox Film Corporation, Partnership Pictures",United States of America,US,2012.0
73686,,"Studio Babelsberg, The Harold Greenberg Fund, MBB Medienboard Berlin-Brandenburg, Filmförderungsanstalt (FFA), Schmidtz Katze Filmkollektiv, The Film Works, Deutsche Filmförderfonds (DFFF), Polski Instytut Sztuki Filmowej, Ontario Media Development Corporation (OMDC), Mitteldeutsche Medienförderung (MDM), Cinegate, CinePostproduction, Rogers Telefund, Studio Filmowe Zebra, Mongrel Media, Hessen-Invest Film, Canadian Heritage, Filmissimo","Canada, Germany, Poland",PL,2011.0
43095,,"Daiei Studios, Daiei Kyoto",Japan,JP,1959.0
76758,,"Beijing New Picture Film Co. Ltd., EDKO Film, New Picture Company","China, Hong Kong",HK,2011.0
45176,,,Russia,RU,1931.0
70917,,,,RU,2009.0
72186,,Snoot Entertainment,United States of America,US,2010.0
42968,,"Future Films, Filmax Group",Spain,ES,2005.0
57190,,Quantum Entertainment,,ES,2003.0
77338,,"Gaumont, TF1 Films Production, Canal+, CinéCinéma, Quad Productions, Chaocorp, Ten Films, TF1",France,FR,2011.0
73562,,Rectangle Productions.,France,FR,2011.0
54054,,"Lakeshore Entertainment, Sidney Kimmel Entertainment",United States of America,US,2012.0
35663,,GBM Productions,United States of America,US,1957.0
23340,,Screen Guild Productions,United States of America,US,1947.0
96495,,,,US,2011.0
35659,,,,US,1984.0
80591,,"IM Global, Semtex Films",United Kingdom,GB,2011.0
58428,,"Glass Eye Pix, Dark Sky Films",United States of America,US,2011.0
142118,,Kinosto Oy,Finland,FI,2011.0
130900,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1950.0
19235,,TLA Releasing,United States of America,US,2008.0
78698,,"Universal Pictures, Anonymous Content, Working Title Films","United Kingdom, United States of America",US,2012.0
85949,,Colliding Pictures,Canada,CA,2011.0
122515,,Warner Bros.,United States of America,US,1978.0
58704,"{'id': 317299, 'name': ""Puss 'n Boots Collection"", 'poster_path': '/ggB8PfnbohC6QyxBb7K1tWITdzK.jpg', 'backdrop_path': None}","Toei Animation, American-International Television (AIP-TV)",Japan,JP,1969.0
101520,,National Film Board of Canada (NFB),Canada,CA,2009.0
70387,,Dino de Laurentiis Cinematografica,Italy,IT,1970.0
76142,,,,IT,2010.0
57809,Six Degrees of Celebration Collection,Bazelevs Production,Russia,RU,2010.0
85317,Six Degrees of Celebration Collection,Bazelevs Production,Russia,RU,2011.0
57343,,,,RU,2003.0
43711,,,United States of America,US,2009.0
76651,,,,US,1936.0
244115,,Shinkô Kinema,Japan,JP,1937.0
52517,,Fox Film Corporation,United States of America,US,1933.0
50698,Grave Encounters Collection,"Darclight, Twin Engine Films, Digital Interference Productions","Canada, United States of America",US,2011.0
48492,Detective Dee Collection,Huayi Brothers,"Hong Kong, China",CN,2010.0
118911,,"Paramount Pictures, Otto Preminger Films",United States of America,US,1967.0
56126,,MVP Pictures,Philippines,PH,1982.0
153845,,,,PH,1928.0
409900,,,,PH,2011.0
38371,,,Poland,PL,2002.0
14224,,"HBO Polska, Filmcontract Ltd., Best Film",Poland,PL,2002.0
76726,,"Twentieth Century Fox Film Corporation, Dune Entertainment, Davis Entertainment, Adam Schroeder Productions",United States of America,US,2012.0
65086,The Woman in Black Collection,"Hammer Film Productions, UK Film Council, Alliance Films, Film i Väst, Talisman Productions, Cross Creek Pictures, Exclusive Media Group, Filmgate Films","Canada, Sweden, United Kingdom",GB,2012.0
148033,,"Independent Television Service (ITVS), Caboose Productions",United States of America,US,1993.0
80125,,"Boje Buck Produktion, Universal Pictures International (UPI)",Germany,DE,2011.0
107056,,Film Polski,,DE,1978.0
52850,,"BBC Films, Ruby Films, Screen West Midlands",United Kingdom,GB,2010.0
64678,,"Goldcrest Films International, Atlantic Pictures, Gigi Productions",United States of America,US,2011.0
57400,,"Pallas Film, Libra Film, 2-Team Productions","France, Germany, Israel",IL,2011.0
93834,,,,IL,1952.0
67911,,"Columbia Pictures, Happy Madison Productions",United States of America,US,2011.0
66120,,Diaphana Films,"France, Spain",ES,2011.0
25058,,,United States of America,US,2006.0
42457,,"Paramount Pictures, Elkins Productions International Corporation, Freeward Films, Life Investors International",United Kingdom,GB,1973.0
26223,,"Pierce-Williams Entertainment, Zero Gravity Management",United States of America,US,2009.0
108688,,Metro-Goldwyn-Mayer (MGM),,US,1947.0
192695,,BBC Productions,United Kingdom,GB,2011.0
42409,,,,GB,1985.0
212713,,Warner Bros.,United States of America,US,1964.0
75170,,,United Kingdom,GB,2010.0
30849,,,United States of America,US,2008.0
15167,,Rainmaker Entertainment,Canada,CA,2001.0
13976,,,United Kingdom,GB,2004.0
13586,,,United Kingdom,GB,2006.0
26118,,,United Kingdom,GB,2009.0
79133,,,United Kingdom,GB,2011.0
59961,,"Universal Pictures, Dentsu, Relativity Media, Bluegrass Films",United States of America,US,2012.0
72570,,"Spyglass Entertainment, Screen Gems",United States of America,US,2012.0
63749,,Bullet Films,United States of America,US,2011.0
49354,,Filmways Television,United States of America,US,1972.0
76399,,American International Pictures (AIP),United States of America,US,1958.0
39276,,"Toho Film (Eiga) Co. Ltd., Rankin/Bass Productions","Japan, United States of America",US,1967.0
94209,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1941.0
72338,,First National Pictures,United States of America,US,1932.0
25143,,"Octagon Films, Ecosse Films, Granada International, Ingenious Broadcasting",United Kingdom,GB,2007.0
80379,,,United States of America,US,2011.0
69266,,National Broadcasting Company,United States of America,US,1983.0
84797,,"Trivisión S.L., Alfresco Enterprises, La Ferme! Productions, Double Nickel Entertainment","Spain, France, United States of America",US,2011.0
75000,,"Sveriges Television (SVT), Louverture Films, Story AB","United States of America, Sweden",SE,2011.0
130090,,Warner Bros.,United States of America,US,1949.0
14205,,KGB Films,United States of America,US,2007.0
29268,,Shôchiku Eiga,Japan,JP,1974.0
63217,,"Shoes Full of Feet, Pocket Change Films",Canada,CA,2009.0
54146,,"Toho Company, Teshigahara Productions, Art Theatre Guild",Japan,JP,1962.0
288094,,,United States of America,US,1974.0
84028,,,,US,1989.0
78480,,Micro scope,Canada,CA,2011.0
108222,,Twentieth Century Fox Film Corporation,United States of America,US,1940.0
125695,,,,US,2000.0
144611,,,,US,1924.0
92670,,Hyogensha-Mako International,Japan,JP,1971.0
84200,,AdScott Pictures,United States of America,US,2012.0
37621,,,Switzerland,CH,1994.0
99254,,Guiding Star Productions,United States of America,US,2011.0
73700,,,,US,2010.0
91181,,RKO Radio Pictures,United States of America,US,1932.0
72545,Journey Collection,"New Line Cinema, Contrafilm, Walden Media",United States of America,US,2012.0
124847,,,,US,1997.0
86099,,,,US,2007.0
253105,,Suomen Filmiteollisuus,Finland,FI,1962.0
112485,,,,FI,1916.0
51999,,"Zentropa Entertainments, BBC Films, Scottish Screen, Danish Filminstitute, Film i Väst","Germany, United Kingdom, Sweden, Denmark",DK,2011.0
47763,,"Brookstreet Pictures, Wesley Clover Media",Canada,CA,2010.0
16702,,,Israel,IL,2007.0
126016,,Northern Lights,United States of America,US,2008.0
83716,,,,US,2010.0
84001,,,,US,1986.0
278458,,Costa Films Barter,"Argentina, Italy",IT,2008.0
79940,,"2929 Productions, Gary Sanchez Productions, Funny or Die",United States of America,US,2012.0
43459,,"RKO Pictures, Producciones Águila","Mexico, United States of America",US,1947.0
189076,,,,US,1998.0
64029,,,Finland,FI,2001.0
29483,,"Beautiful Kate Productions, Doll Australia, New Town Films Pty. Ltd.",Australia,AU,2009.0
88491,,Passenger Film Studio,Russia,RU,2011.0
404471,,,,RU,
79362,,,,RU,2011.0
53174,Kokowääh Filmreihe,"barefoot films, Béla Jarzyk Production",Germany,DE,2011.0
84259,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1975.0
71184,,Hallmark Hall of Fame Productions,United States of America,US,2010.0
37464,,Cinema Venture,United States of America,US,1963.0
85988,,Kinotar,Finland,FI,2011.0
84917,,,,FI,2012.0
75469,,,,FI,2011.0
83732,,,United States of America,US,2011.0
215478,,"Boyana Film, Gorky Film Studios","Russia, Bulgaria",BG,1976.0
30596,,China Film Group Corporation,China,CN,2009.0
75948,,Juli Entertainment Media,"China, Hong Kong",HK,2011.0
81870,,"Film Workshop, Beijing Liangzi Group, Bona International Film Group, Shineshow",China,CN,2011.0
29564,"{'id': 96680, 'name': ""Smokin' Aces Collection"", 'poster_path': '/9Y702mgpXAMQsGJ4jGEH1EqrJaW.jpg', 'backdrop_path': '/1TbMf5bJnYCP9sXhRSVHULPJDbw.jpg'}","Capital Arts Entertainment, Universal Studios Home Entertainment, Working Title Films, Always Split Aces Productions","United States of America, Canada",CA,2010.0
71771,,,,CA,2011.0
16564,,"Max TV, Prime Time, Isabella Films B.V., Fu Works, Isabella Films","Netherlands, Belgium",BE,2008.0
110603,,Twentieth Century Fox Film Corporation,United States of America,US,1939.0
98079,,Aubrey Schenck Productions,United States of America,US,1957.0
96771,,Warner Bros.,United States of America,US,1931.0
115656,,"Yleisradio (YLE), Kinotar",Finland,FI,2010.0
14933,,"Piccadilly Pictures, Impact Film & TV, Lex Filmed Entertainment, Take 3 Partnership",United Kingdom,GB,2005.0
73921,,,,GB,2010.0
81111,,20th Century Pictures,United States of America,US,1934.0
106199,,,,US,2000.0
147621,,Dansk Biograf Compagni,Denmark,DK,1914.0
247500,,"At Productions, GTV","Belgium, France",FR,2008.0
29750,,,,FR,1992.0
31400,,Union film,Serbia,RS,1984.0
81716,,,United States of America,US,2011.0
140632,,,United States of America,US,1972.0
51578,,Filmové Studio Barrandov,Czechoslovakia,XC,1967.0
82762,,,,XC,2001.0
70954,,"Porchlight Films, Screen Australia, Screen Tasmania, Screen NSW, Fulcrum Media Finance, Madman Entertainment",Australia,AU,2011.0
74471,The Dead Collection,Indelible Productions,United Kingdom,GB,2010.0
108155,,Universal,United States of America,US,1929.0
35671,,Winkast Film Productions,United Kingdom,GB,1966.0
71676,Ghost Rider Collection,"Columbia Pictures, Imagenation Abu Dhabi FZ, Marvel Entertainment, Marvel Knights, Hyde Park Entertainment, Crystal Sky Pictures, Michael De Luca Productions","United Arab Emirates, United States of America",US,2011.0
77459,,"Europa Corp, Scanbox",France,FR,2011.0
158920,,,,FR,1998.0
163937,,,United States of America,US,1974.0
178595,,,,US,2011.0
21634,,Daniel Sladek Entertainment,United States of America,US,2009.0
70374,,Canadian Broadcasting Corporation (CBC),Canada,CA,1995.0
44053,,Fresh & Smoked,United States of America,US,2008.0
27902,,"Media 8 Entertainment, Santo Domingo Film & Music Video, Bacon & Eggs",United States of America,US,2005.0
55802,,HBO Romania,Romania,RO,2009.0
186755,,,,RO,1997.0
53798,,RKO Radio Pictures,United States of America,US,1941.0
54507,,Starkid Productions,United States of America,US,2009.0
59017,,Starkid Productions,United States of America,US,2010.0
105983,,Yellow Film & TV,Finland,FI,2012.0
51875,,Double Dutch Films,United States of America,US,2010.0
73936,,"Ripple World Pictures, Magnet Films",United Kingdom,GB,2011.0
46504,,,United States of America,US,2009.0
147886,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1949.0
80030,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1945.0
26397,,"Florentine Films, American Documentaries Inc., Kenneth Lauren Burns, WETA, Time-Life Video",United States of America,US,1990.0
83860,,,United States of America,US,2011.0
79890,,,Germany,DE,2011.0
81675,,,Romania,RO,2011.0
98096,,,,RO,2009.0
59045,,"Arco Film, Cineriz","Italy, France",FR,1963.0
43026,,"Les Films du Carrosse, Ajym Films",France,FR,1961.0
168210,,"Headline Pictures, Nice Guy Productions, Sennet Entertainment",United States of America,US,2011.0
62116,,Les Films Alyne,France,FR,2010.0
70876,,"Utopia Pictures, Prospect Park",United States of America,US,2011.0
57243,,"France 2 Cinéma, SND, Canal+, Vendôme Production",France,FR,2010.0
29694,,,"United Kingdom, United States of America",US,1975.0
52454,"{'id': 264481, 'name': 'Mega Shark Collection', 'poster_path': '/bes4BLHnrAaf0wJ1wpdSkM5RTAL.jpg', 'backdrop_path': None}",The Asylum,United States of America,US,2010.0
71672,Wrong Turn Collection,"Summit Entertainment, Constantin Film Produktion, Twentieth Century Fox Home Entertainment","Germany, United States of America",US,2011.0
144454,,Pathé Frères,France,FR,1909.0
77495,,"Filmax Entertainment, Castelao Producciones, Cubica",Spain,ES,2011.0
55198,,Shintoho Company,Japan,JP,1950.0
71254,,"Motion Picture Corporation of America, Zero Gravity Management, Fury Productions, RCR Media Group",United States of America,US,2011.0
202941,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1964.0
27709,,The Mirisch Corporation,United States of America,US,1965.0
